"Symbol","Name","last","change","changepercent","open","high","low","bid","ask","vwap","sharevolume","dividend yield","beta","marketcap","sharesoutstanding","eps","peratio","pbratio","week52high","week52low","week52highvwap","week52lowvwap","week52highvol","week52lowvol","week52avgvol"
"GH","Gamehost Inc.",6.99,-0.03,-0.42735,7.02,7.1,6.88,6.93,7.1,7.00984,12550,,2.3493919372558594,164265000,23232448,0.300000011,23,1.557,7.86,3.27,7.5675,3.5937,433165,84,13433
"CU.PR.F","Canadian Utilities Limited cumulative redeemable second preferred shares series CC",23.34,-0.26,-1.101695,23.5,23.51,23.32,23.31,23.35,23.3789051,13734,4.82,0.5368710160255432,163380000,7000000,,,,24.67,16.06,24.6465,16.6843,174691,15,4035
"BAM.PR.R","Brookfield Asset Management Inc. Class A Preference Shares Series 24",17.56,-0.04,-0.227273,17.6,17.6,17.55,17.55,18.1,17.5890969,14412,4.291,0.8009070158004761,162937379,9278894,,,,17.95,8.35,17.8111,8.6835,387868,6,11287
"ALYA","Alithya Group inc. Class A subordinate voting shares",2.79,0.01,0.359712,2.71,2.79,2.6,2.72,2.82,2.69652591,52277,,0.9385430216789246,162046646,50912251,-0.119999997,,1.065,6.91,1.5,4.9438,1.9226,739018,100,33943
"FAP","Aberdeen Asia-Pacific Income Investment Company Limited",3.19,0.01,0.314465,3.2,3.21,3.18,3.19,3.2,3.19606986,23065,8.464,0.6462069749832153,161875325,50744616,-0.230000004,-13.9,0.79,3.48,2.51,3.3903,2.5516,454566,2000,46566
"EMA.PR.F","Emera Incorporated Cumulative Rate Reset First Preferred Shares Series F",20.14,0.14,0.7,20.18,20.2,20.14,20.04,20.35,20.1750702,7155,5.216,0.9540089964866638,161120000,8000000,,,,20.36,11.49,20.2804,11.6142,194324,13,6314
"TRP.PR.C","TC Energy Corporation cumulative redeemable first preferred shares series 5",13.3,0.11,0.833965,13.2,13.34,13.18,13.28,13.37,13.229,13170,3.663,0.9291329979896545,160538887,12070593,,,,13.35,6.37,13.229,6.9023,199258,106,12499
"VQS","VIQ Solutions Inc.",6.8,0.05,0.740741,6.79,6.86,6.79,6.72,6.95,6.84928892,466983,,-0.5815420150756836,160421704,24251027,-1.11000001,-6.3,16.585,8.24,2.46,7.2065,2.683,568697,25,28735
"BPO.PR.R","Brookfield Office Properties Inc. Class AAA Preference Shares Series R",17.99,0.02,0.111297,17.95,17.99,17.95,17.95,18.2,17.98,2850,5.774,1.0127769708633423,159812816,8883425,,,,18.21,8.61,18.0791,8.7575,150900,58,9037
"FXC","FAX Capital Corp. subordinate voting shares",3.71,0.01,0.27027,3.7,3.71,3.68,3.67,3.71,3.69694915,5950,,0.8404170274734497,159440047,15843872,1.48000001,2.6,0.826,4.02,2.5,3.9424,2.54,165295,45,14367
"BCE.PR.D","BCE Inc. Cumulative Redeemable First Preferred Shares Series AD",15.94,0.24,1.528662,15.7,15.94,15.66,15.66,15.95,15.697902,14300,3.842,0.8832880258560181,158813551,9963209,,,,15.94,8.54,15.698,8.7165,187200,100,12193
"WLLW","Willow Biosciences Inc.",1.39,0.09,6.923077,1.3,1.4,1.14,1.34,1.4,1.28301003,908669,,1.219683051109314,171343062,120729137,-0.280000001,-5,46.333,2.24,0.3,2.0172,0.3009,8261729,540,298363
"BCE.PR.F","BCE Inc. Series AF BCE First Preferred Share",16.69,0.01,0.059952,16.69,16.69,16.69,16.68,16.98,16.69,186,5.789,0.663769006729126,158246018,9481487,,,,16.91,9.41,16.7992,10.0679,148309,17,8388
"CPX.PR.E","Capital Power Corporation Cumulative Rate Reset Preference Shares Series 5",19.71,0.16,0.818414,19.7,19.72,19.69,19.7,20,19.7044827,3090,6.644,0.7006710171699524,157680000,8000000,,,,19.72,11.03,19.7045,11.1852,176150,10,6944
"IFC.PR.I","Intact Financial Corporation Non-Cumulative Class A Shares Series 9",26.12,-0.25,-0.948047,26.36,26.36,26.12,26.11,26.3,26.2191666,1290,5.168,0.7160869836807251,156720000,6000000,,,,28.4,17.74,26.94,18.4592,142131,27,7533
"CR","Crew Energy Inc.",1.03,0.03,3,1.03,1.05,0.98,1.02,1.03,1.01801594,640656,,2.6279399394989014,156294260,156443339,-1.61000001,-0.6,0.23,1.06,0.14,1.0218,0.1496,2793938,18553,525549
"RY.PR.P","Royal Bank of Canada Non-Cumulative First Preferred Shares Series BJ",25.95,-0.15,-0.574713,26.21,26.21,25.95,25.51,26.18,26.0502083,4800,5.058,0.35623499751091003,155700000,6000000,,,,26.8,20,26.8,20.5637,154325,1,6527
"CPX.PR.K","Capital Power Corporation cumulative minimum rate reset preference shares Series 11",25.9,0.25,0.974659,25.89,25.9,25.89,25.75,25.9,25.8976,2500,5.55,0.5118770003318787,155400000,6000000,,,,26.97,16.96,25.9067,17.1754,26970,50,5011
"PNC.A","Postmedia Network Canada Corp. Class C Voting Shares",1.65,0,0,,,,1.36,2.75,1.65,0,,0.974498987197876,154671493,54022,0.419999986,3.8,-1.269,3.16,1.4,2.5366,1.44,3520,1,126
"IFC.PR.F","Intact Financial Corporation Non-Cumulative Class A Shares Series 6",25.76,0.01,0.038835,25.76,25.77,25.75,25.75,25.9,25.7524038,10502,5.144,0.4111579954624176,154560000,6000000,,,,26.23,16.5,26.14,17.7411,45000,7,3775
"PPL.PR.O","Pembina Pipeline Corporation cumulative redeemable rate reset Class A preferred shares Series 15",19.23,0.09,0.470219,19.24,19.25,19.18,19.12,19.4,19.2297142,3584,5.803,1.4138610363006592,153840000,8000000,,,,19.25,7.99,19.2298,8.216,182786,100,11006
"POW.PR.C","Power Corporation of Canada 5.80% Non-Cumulative 1st Pref Series C",25.61,0.03,0.117279,25.75,25.75,25.56,25.6,25.77,25.5961111,1805,5.662,0.5426409840583801,153660000,6000000,,,,25.86,17.82,25.7867,18.3327,52700,100,4446
"BCE.PR.M","BCE Inc. Cumulative Redeemable First Preferred Shares Series AM",16.1,0.16,1.003764,15.96,16.17,15.95,15.95,16.25,16.0571738,9394,4.292,0.6120859980583191,153636102,9542615,,,,16.49,8.56,16.34,9.3125,429619,12,12257
"MPVD","Mountain Province Diamonds Inc.",0.73,0,0,0.72,0.73,0.71,0.72,0.74,0.71981132,26810,,1.9586429595947266,153604755,210490807,-0.899999976,-0.9,0.584,0.84,0.25,0.8377,0.2564,3809630,2300,191396
"EFN.PR.I","Element Fleet Management Corp. 5.75% Cumulative 5-Year Minimum Rate Reset Preferred Shares Series 1",25.59,0.09,0.352941,25.57,25.6,25.51,25.51,25.6,25.5748148,2760,5.618,0.879709005355835,153540000,6000000,,,,25.8,14.57,25.7773,14.797,115200,100,5707
"ENB.PF.V","Enbridge Inc. cumulative redeemable preference shares Series 5",19.17,-0.08,-0.415584,19.2,19.26,19.1,19,19.25,19.2034615,2600,8.975,1.06221604347229,153360000,8000000,,,,19.5,10.86,19.3471,11.2472,71600,10,7070
"PWF.PR.O","Power Financial Corporation 5.80% Non-Cumulative First Preferred Shares Series O",25.55,0.07,0.274725,25.55,25.55,25.55,25.44,25.63,25.55,1000,5.675,0.5717149972915649,153300000,6000000,,,,25.64,17.55,25.5912,18.1211,218700,100,5437
"RY.PR.O","Royal Bank of Canada Non-Cumulative First Preferred Shares Series BI",25.54,0,0,25.54,25.54,25.54,25.27,25.7,25.54,100,4.796,0.5435529947280884,153240000,6000000,,,,26.55,19,26.5267,19.0551,42793,42,5221
"CVE.PR.E","Cenovus Energy Inc. Cumulative Redeemable First Preferred Shares Series 5",19.15,-0.1,-0.519481,18.73,19.25,18.73,19.11,19.25,19.1414496,53808,5.994,1.4845839738845825,153200000,8000000,,,,20,6.89,19.4533,7.0648,215004,17,11503
"BAM.PF.E","Brookfield Asset Management Inc. Class A Preference Shares Series 38",19.36,-0.04,-0.206186,19.36,19.36,19.36,19.3,19.38,19.36,684,4.607,1.0194369554519653,153062716,7908396,,,,19.46,9.15,19.4441,10.0094,127455,15,7357
"CPX.PR.I","Capital Power Corporation Cumulative Minimum Rate Reset Preference Shares Series 9",25.48,0.13,0.512821,25.4,25.48,25.4,25.4,25.59,25.4437037,5406,5.642,0.4420729875564575,152880000,6000000,,,,25.88,17,25.4867,17.3238,21203,32,3654
"CRRX","CareRx Corporation",5.1,0.1,2,5.02,5.14,4.97,5.05,5.15,5.01512071,136206,,3.5543808937072754,152823311,30156455,-2.23000001,-2.3,11.591,5.66,0.11,5.3648,0.1021,19597880,155,236384
"PWF.PR.H","Power Financial Corporation 5.75% Non-Cumulative 1st Pref Series H",25.43,-0.02,-0.078585,25.45,25.45,25.41,25.43,25.59,25.4372222,1825,5.653,0.5592010021209717,152580000,6000000,,,,25.67,17.3,25.5982,17.62,69300,1,3492
"SPPP","Sprott Physical Platinum and Palladium Trust",22.01,0.14,0.640146,22.02,22.03,21.96,21.98,22.57,22.0096969,3300,,-0.030778000131249428,152512969,7114813,4.67999982,3.8,0.991,24.29,13.82,23.6424,14.0267,47521,8,2048
"PWF.PR.G","Power Financial Corporation 5.90% Non-Cumulative First Preferred Shares",25.4,0.06,0.23678,25.4,25.4,25.4,25.35,25.43,25.4,1100,5.807,0.44423800706863403,152400000,6000000,,,,25.89,18.04,25.7242,18.7292,277500,8,5854
"IFC.PR.E","Intact Financial Corporation Non-Cumulative Class A Shares Series 5",25.4,-0.01,-0.039355,25.4,25.4,25.4,25.27,25.79,25.4,946,5.118,0.5244969725608826,152400000,6000000,,,,26.39,15.92,26.2264,17.2953,148050,7,3694
"POW.PR.A","Power Corporation of Canada 5.60% Non-Cumulative First Preferred Shares Series A",25.39,-0.01,-0.03937,25.51,25.51,25.39,25.38,25.45,25.4061224,4990,5.514,0.5863270163536072,152340000,6000000,,,,25.9,16.95,25.6769,17.2973,22150,5,2944
"STGO","Steppe Gold Ltd.",2.21,-0.08,-3.49345,2.35,2.35,2.1,2.16,2.21,2.19205931,118244,,1.3197319507598877,152128455,62990262,-0.150000005,-16.6,3.113,3.15,0.63,3.0384,0.6984,535023,4500,85849
"PWF.PR.E","Power Financial Corporation 5.50% Non-Cum First Pref. Shares Series D",25.31,0.01,0.039526,25.3,25.35,25.29,25.3,25.35,25.3192,2610,5.433,0.596517026424408,151860000,6000000,,,,25.57,16.61,25.4559,17.3382,117745,8,3570
"GWO.PR.M","Great-West Lifeco Inc. 5.80% Non-Cumulative First Preferred Shares Series M",25.3,-0.05,-0.197239,25.35,25.45,25.3,25.35,25.45,25.3625641,7800,5.731,0.5041900277137756,151800000,6000000,,,,25.65,17.02,25.65,17.8548,51854,52,3874
"RY.PR.N","Royal Bank of Canada Non-Cumulative First Preferred Shares Series BH",25.3,-0.32,-1.249024,25.55,25.55,25.2,25.22,25.74,25.2953125,3235,4.842,0.47404199838638306,151800000,6000000,,,,26.97,18.65,26.9387,19.1472,125416,25,4039
"KEG.UN","Keg Royalties Income Fund",13.35,0.27,2.06422,13.53,13.53,12.59,13.27,13.35,12.8953647,23546,3.146,1.4417309761047363,151569225,11353500,4.71999979,2.8,1.067,13.98,5.75,13.7977,6.0205,151900,3098,29390
"DGS","Dividend Growth Split Corp. Class A Shares",4.68,0.06,1.298701,4.6,4.69,4.5,4.66,4.69,4.59182591,69205,,2.421746015548706,151335204,30409201,-1.25,-3.7,1.545,5.06,2.46,4.9308,2.5478,580517,4300,83788
"CFW","Calfrac Well Services Ltd.",4.04,0,0,4.17,4.17,3.97,4.04,4.05,4.03551398,22140,,2.350187063217163,151130324,37425103,-172,0,-1.862,34,3.41,32.3089,3.4703,1986279,788,40548
"FFH.PR.C","Fairfax Financial Holdings Limited Cumulative 5-Year Rate Reset Preferred Shares Series C",20.09,0.17,0.853414,20,20.09,19.93,20,20.12,20.0036666,3144,5.86,0.9945970177650452,150989248,7515642,,,,20.1,10.56,20.0037,11.1649,84035,95,10124
"BRE","Bridgemarq Real Estate Services Inc. Restricted Voting Shares",15.87,-0.29,-1.794554,16.18,16.19,15.54,15.86,15.87,15.913921,38898,8.507,1.4139419794082642,150508715,9483850,1.04999995,15.1,-4.038,17,6.31,16.7914,6.5746,86835,795,15772
"PNC.B","Postmedia Network Canada Corp. Class NC Variable Voting Shares",1.6,0,0,,,,0.81,1.6,1.6,0,,1.5332119464874268,149984478,93686277,0.419999986,3.8,-1.231,2.25,1.05,2.25,1.05,244797,7,1206
"SJR.PR.A","Shaw Communications Inc. Cumulative Redeemable Rate Reset Class 2 Preferred Shares Series A",14.95,0.09,0.605653,14.94,15,14.94,14.9,14.99,14.9757894,2130,4.667,0.7674019932746887,149685275,10012393,,,,15.32,8.5,15.1684,9.1865,204656,20,6632
"UEX","UEX Corporation",0.33,0.005,1.538462,0.34,0.34,0.3,0.325,0.33,0.316558232,1323184,,0.6851779818534851,149221255,452662620,-0.009999999,-45,11,0.39,0.07,0.3717,0.072,4941584,11100,686073
"ENB.PR.U","Enbridge Inc. cumulative redeemable preference shares series J",18.63,-0.12,-0.64,18.79,18.79,18.62,18.62,18.87,18.6475,904,6.557,1.1636860370635986,149040000,8000000,,,,18.98,10.07,18.8816,10.3924,106200,100,7446
"CU.PR.E","Canadian Utilities Limited cumulative redeemable second preferred shares series BB",24.66,-0.26,-1.043339,24.67,24.67,24.66,24.6,24.94,24.668,580,4.968,0.536749005317688,147960000,6000000,,,,25.25,17.52,25.2298,17.9058,55000,10,3350
"PWF.PR.P","Power Financial Corporation 4.40% Non-Cumulative 5-Year Rate Reset First Preferred Shares Series",15.31,0,0,15.31,15.31,15.31,15.11,15.49,15.31,1194,3.766,1.0364630222320557,147856570,9657516,,,,15.53,7.2,15.4128,7.6253,359807,2,11657
"CU.PR.D","Canadian Utilities Limited cumulative redeemable second preferred shares series AA",24.63,-0.1,-0.404367,24.65,24.65,24.63,24.55,24.73,24.6425,400,4.974,0.5125300288200378,147780000,6000000,,,,25.39,17.3,25.205,18.0388,116800,7,4217
"CHW","Chesswood Group Limited",9.04,-0.02,-0.220751,9.08,9.1,8.95,9,9.09,9.01368405,3800,2.655,2.706963062286377,147216047,16172976,-0.330000013,-27.4,1.097,9.95,3.33,9.4856,3.5401,190604,230,25632
"PFB","PFB Corporation",21.65,-0.32,-1.456532,22.01,22.02,21.65,21.35,21.7,21.7205968,6771,1.663,0.383417010307312,147155115,6797003,2.25,9.8,2.227,23.63,8.03,23.4291,8.4287,136070,5,5292
"GWO.PR.N","Great-West Lifeco Inc. 3.65% 5-Year Rate Reset First Preferred Shares Series N",14.71,0.01,0.068027,14.7,14.71,14.7,14.7,14.8,14.7016666,731,2.972,0.9416189789772034,147100000,10000000,,,,14.86,7.06,14.8083,7.338,305550,4,10213
"EDT","Spectral Medical Inc.",0.62,-0.01,-1.587302,0.63,0.64,0.58,0.61,0.63,0.609341767,201626,,1.8112709522247314,146695562,236755745,-0.039999999,-17.5,62,0.82,0.35,0.7553,0.357,982952,1000,92402
"SLF.PR.H","Sun Life Financial Inc. Class A Non-Cumulative Rate Reset Preferred Shares Series 10R",21.01,0.01,0.047619,21.2,21.2,21,21,21.16,21.0445454,4548,3.382,0.9070799946784973,145387687,6919928,,,,21.5,8.53,21.3728,8.74,240940,50,12682
"PMTS","CPI Card Group Inc.",12.85,0.45,3.629032,12.43,12.9,11.98,11.5,13,12.4425396,6486,,1.2802820205688477,144311694,11230482,0.629999995,7,-0.823,15,0.71,13.5133,0.814,50125,100,3530
"BCE.PR.H","BCE Inc. Series AH BCE First Preferred Share",15.96,0.3,1.915709,15.79,15.99,15.79,15.55,15.96,15.8791034,108706,3.838,0.8142290115356445,143835494,9012249,,,,15.99,8.56,15.8792,8.7989,128000,3,10224
"CWB.PR.C","Canadian Western Bank 5-Year Rate Reset First Preferred Shares Series 7",25.65,0.24,0.94451,25.65,25.75,25.65,25.5,25.77,25.7285714,1476,6.092,0.42823201417922974,143640000,5600000,,,,25.95,15.79,25.9012,17.0904,145352,75,7985
"BAM.PR.X","Brookfield Asset Management Inc. Class A Preference Shares Series 28",15.51,0.01,0.064516,15.5,15.51,15.5,15.5,15.55,15.5057142,889,4.396,0.8455290198326111,143218208,9237347,,,,15.61,7.2,15.5273,7.574,362145,135,13224
"LFE.PR.B","Canadian Life Companies Split Corp. 2012 Preferred Shares",10.24,-0.06,-0.582524,10.24,10.29,10.24,10.23,10.35,10.278908,34890,6.348,0.560293972492218,142749635,13352194,,,,10.4,6.99,10.3395,7.1839,306246,200,13138
"ONC","Oncolytics Biotech Inc.",3.4,-0.51,-13.043478,3.93,3.93,3.04,3.39,3.41,3.28154426,830865,,1.930171012878418,141633793,41656998,-0.970000028,,26.154,5.95,1.36,5.0333,1.4704,2389785,18867,223880
"AUMN","Golden Minerals Company",0.87,0.03,3.571429,0.84,0.87,0.81,0.87,0.88,0.832015384,326288,,1.3437269926071167,141348562,157512652,-0.05,-10.8,9.667,1.65,0.21,1.3583,0.2355,708097,100,74100
"TGL","TransGlobe Energy Corporation",1.94,0.07,3.743315,1.89,1.95,1.82,1.86,1.94,1.90335616,102302,,3.2901101112365723,140731618,72542071,-1.59000003,-1.1,0.798,2.03,0.46,1.9644,0.5059,1705796,105,66574
"SBC.PR.A","Brompton Split Banc Corp. Preferred Shares",10.37,0.01,0.096525,10.38,10.38,10.37,10.36,10.4,10.3703845,2605,4.822,0.3214069902896881,140167277,13516613,,,,10.48,7.52,10.479,7.9852,184000,20,16419
"ALA.PR.G","AltaGas Ltd. cumulative redeemable 5-year rate reset preferred shares series G",20.24,0.24,1.2,20.22,20.24,20.1,20.23,22.5,20.2053123,6428,5.24,1.143218994140625,139369058,6885823,0.550000011,,,20.25,8.52,20.2054,8.7896,200151,50,9789
"PHX","PHX Energy Services Corp.",2.77,0.13,4.924242,2.66,2.78,2.58,2.73,2.8,2.66248652,204148,3.61,2.7775630950927734,138957139,50275032,-0.150000005,-18.5,1.053,3.03,0.51,2.9973,0.548,4337100,50,118108
"OBE","Obsidian Energy Ltd.",1.89,0.08,4.419889,1.8,1.91,1.79,1.85,1.9,1.86434194,253173,,3.1932458877563477,138938916,73523122,-18.0300006,-0.1,0.432,1.91,0.21,1.8644,0.2318,471408,5232,102824
"ASM","Avino Silver & Gold Mines Ltd.",1.53,-0.04,-2.547771,1.56,1.58,1.42,1.5,1.55,1.50162866,320769,,1.1532609462738037,152662243,99779244,-0.629999995,-2.8,1.8,3.6,0.27,2.5932,0.3677,3762432,3500,165465
"PBY.UN","Canso Credit Income Fund",14.1,0.06,0.42735,14.05,14.46,14.05,14.1,14.39,14.1850387,12970,3.546,0.6829040050506592,136953074,9712984,0.730000019,14.9,1.202,14.46,6.91,14.1851,7.4922,119800,2,6686
"TA.PR.J","TransAlta Corporation cumulative redeemable rate reset first preferred shares series G",20.6,0.34,1.678184,20.47,20.6,20.42,20.55,20.9,20.5441509,5460,6.053,1.0265779495239258,135960000,6600000,,,,21.21,10.7,21.175,10.9235,66996,47,5703
"BCE.PR.B","BCE Inc. Cumulative Redeemable First Preferred Shares Series AB",15.79,0.05,0.317662,15.73,15.79,15.69,15.65,15.9,15.7561616,9941,3.879,0.8840199708938599,135819327,8601604,,,,15.79,8.61,15.7562,8.8629,123195,100,12154
"CRP","Ceres Global Ag Corp.",4.4,-0.04,-0.900901,4.49,4.49,4.27,4.27,4.34,4.39266666,1500,,-0.628587007522583,135400518,30772845,0,1129.5,0.733,4.49,2.23,4.4422,2.35,297500,8,8453
"URB.A","Urbana Corporation Non-Voting Class A Shares",2.8,0,0,,,,2.81,2.89,2.825359,0,3.214,1.0876710414886475,134107756,37895627,0.300000011,8.7,0.583,2.96,1.4,2.9239,1.4763,1531161,700,42430
"DRDR","MCI Onehealth Technologies Inc. Class A Subordinate Voting Shares",2.9,-0.03,-1.023891,2.81,2.92,2.7,2.9,2.94,2.85875227,55271,,,133400000,46000000,0.009999999,209.9,72.5,4.93,2.71,4.5868,2.8538,727399,8255,13180
"GENM","Generation Mining Limited",0.98,0.02,2.083333,0.96,1.03,0.86,0.98,1,0.958935483,782045,,1.206244945526123,133066901,138692504,-0.059999998,-17,9.8,1.21,0.39,1.061,0.4011,2598221,17498,245490
"TA.PR.D","TransAlta Corporation cumulative redeemable rate reset first preferred shares series A",13.01,-0.18,-1.36467,13.25,13.25,13,13,13.2,13.0766666,9447,5.206,0.8899040222167969,132702000,10175380,,,,13.5,6.49,13.3887,6.7295,243300,34,11300
"CRDL","Cardiol Therapeutics Inc.",4.03,0.11,2.806123,4.05,4.07,3.45,4,4.04,3.74569024,230389,,1.1701159477233887,132233166,33044072,-0.490000009,-8.6,5.926,5.33,1.87,4.9796,2.0436,807630,7032,111804
"EFN.PR.E","Element Fleet Management Corp. 6.40% Cumulative 5-Year Rate Reset Preferred Shares Series E",24.71,0.01,0.040486,24.69,24.71,24.68,24.7,25,24.6993632,80160,5.972,0.9042959809303284,131504149,5321900,,,,24.79,12.19,24.7498,13.5034,162834,8,9081
"BBL.A","Brampton Brick Limited Class A Subordinate Voting Shares",11.91,0,0,,,,11.95,12,11.91,0,,1.8044010400772095,131117833,9270423,-0.589999973,-20.2,0.777,12,4.81,11.975,4.9363,21300,5,996
"CVE.PR.A","Cenovus Energy Inc. Cumulative Redeemable First Preferred Shares Series 1",12.55,0.4,3.292181,12.45,12.6,12.15,12,12.56,12.4470588,19097,4.789,1.8495609760284424,130970947,10435932,,,,12.75,4.1,12.5934,4.2353,438875,100,19410
"CWB.PR.D","Canadian Western Bank 5-year Rate Reset First Preferred Shares Series 9",26.05,0,0,26.06,26.13,26.05,26.06,26.13,26.0721052,3905,5.758,0.4790399968624115,130250000,5000000,,,,26.55,17.5,26.1712,17.8007,52900,25,4164
"IVQ.U","Invesque Inc.",2.33,-0.15,-6.048387,2.33,2.33,2.33,2.22,2.55,2.33,1600,,1.0695229768753052,130092192,55811637,,,0.253,6.27,1.46,6.2278,1.4676,425490,500,24495
"BIP.PR.B","Brookfield Infrastructure Partners L.P. Cumulative Class A Preferred Limited Partnership Units Series 3",25.83,-0.25,-0.958589,26.07,26.07,25.83,25.8,26,25.9853333,3090,5.323,0.526432991027832,128872637,4989262,,,,26.48,16.02,26.1755,16.4424,24000,4,3728
"EFN.PR.C","Element Fleet Management Corp. 6.50% Cumulative 5-Year Rate Reset Preferred Shares Series C",25.11,0.11,0.44,25.05,25.11,25,25.05,25.13,25.0579012,8202,6.183,0.9004679918289185,128723904,5126400,,,,25.12,14.25,25.058,14.7422,134150,100,6923
"CU.PR.H","Canadian Utilities Limited cumulative redeemable second preferred shares Series EE",25.74,-0.03,-0.116414,25.74,25.74,25.74,25.65,25.75,25.74,622,5.099,0.5534899830818176,128700000,5000000,,,,26.19,19.21,26.16,19.244,102087,47,3778
"BCE.PR.Y","BCE Inc. 1st Preferred Shares Series Y",15.85,0.19,1.213282,15.62,15.85,15.62,15.75,15.9,15.7201923,5200,3.864,0.8815730214118958,128056762,8079291,,,,15.86,8.65,15.7202,8.8326,125000,200,9382
"BCE.PR.J","BCE Inc. Cumulative Redeemable First Preferred Shares Series AJ",15.85,0.2,1.277955,15.73,15.85,15.65,15.64,,15.7371698,5300,3.864,0.8122559785842896,127594339,8050116,,,,15.86,8.75,15.7372,9.0087,113840,50,7322
"ETX","Etrion Corporation",0.38,0,0,0.375,0.38,0.35,0.37,0.38,0.367857142,78769,,0.36094599962234497,126955843,334094324,0.079999998,4.8,3.8,0.63,0.12,0.5978,0.13,1065299,99,48476
"BCE.PR.R","BCE Inc. Cumulative Redeemable First Preferred Shares Series R",15.84,-0.01,-0.063091,15.75,15.87,15.75,15.75,15.85,15.8579452,7338,4.763,1.135362982749939,126702576,7998900,,,,15.9,8.25,15.858,8.8481,186910,13,12007
"ETG","Entree Resources Ltd.",0.68,0,0,0.68,0.7,0.68,0.68,0.7,0.683595504,89002,,1.5107940435409546,126427690,186630002,-0.05,-12.7,-2.125,0.75,0.24,0.7094,0.2416,611428,709,81706
"LB.PR.J","Laurentian Bank of Canada Non-Cumulative Class A Preferred Shares Series 15",25.15,-0.15,-0.592885,25.1,25.15,25.1,25.1,25.21,25.1079166,2550,5.815,0.8161069750785828,125750000,5000000,,,,25.5,12.23,25.4286,13.3014,124248,100,7096
"ENB.PR.A","Enbridge Inc. 5.50% Cumulative Redeemable Preferred Shares Series A",25.01,-0.04,-0.159681,25.1,25.1,25.01,25,25.04,25.0415217,4617,5.498,0.5699049830436707,125050000,5000000,,,,25.49,16.5,25.34,17.4698,116145,4,4817
"ANX","Anaconda Mining Inc.",0.78,0.07,9.859155,0.72,0.78,0.67,0.71,0.78,0.714149657,370647,,2.1190409660339355,124934566,160515713,0.05,17.1,2,0.94,0.1,0.8573,0.1195,1538491,7675,263633
"BNE","Bonterra Energy Corp.",3.73,0.38,11.343284,3.47,3.75,3.46,3.73,3.75,3.61571661,123411,,2.891489028930664,124540209,33511316,-8.90999984,-0.4,0.601,3.75,0.64,3.6158,0.7589,1527177,2280,83702
"EXN","Excellon Resources Inc.",3.88,-0.08,-2.020202,3.9,3.99,3.63,3.85,3.95,3.79729552,92007,,1.6220730543136597,124427720,32372114,-0.639999985,-6.3,1.856,6.16,1.55,5.9307,2.0206,423490,6640,71995
"FTS.PR.F","Fortis Inc. Cumulative Redeemable First Preference Shares Series F",24.74,-0.01,-0.040404,24.75,24.76,24.74,24.74,24.75,24.7508333,2499,4.952,0.37968000769615173,123700000,5000000,,,,26.52,18.96,26.0472,19.2872,420761,20,5416
"IAF.PR.B","Industrial Alliance Insurance and Financial Services Inc. Non-Cumulative Class A Preferred Shares Series B",24.66,0.05,0.203169,24.7,24.71,24.65,24.65,24.74,24.6738108,34942,4.663,0.5877839922904968,123300000,5000000,,,,25.21,15,25.1955,15.4195,100600,36,3432
"VGZ","Vista Gold Corp.",1.19,0,0,1.21,1.21,1.12,1.12,1.28,1.16492352,32721,,1.179481029510498,123019468,103377704,-0.07,391.4,6.263,1.9,0.51,1.7945,0.5423,157560,100,26664
"CPX.PR.C","Capital Power Corporation cumulative rate reset preference shares series 3",20.5,0.14,0.687623,20.4,20.52,20.4,20.12,20.56,20.4914814,5480,6.65,0.7261589765548706,123000000,6000000,,,,20.58,12.02,20.4915,12.1405,139402,20,5713
"TRP.PR.B","TC Energy Corporation cumulative redeemable first preferred shares series 3",12.16,-0.32,-2.564103,12.26,12.26,12.11,12.15,12.4,12.1678461,6572,3.483,0.7803220152854919,121565672,9997177,,,,12.48,6.14,12.313,6.3077,871450,35,14660
"SPPP.U","Sprott Physical Platinum and Palladium Trust",17.5,0,0,,,,17.25,17.7,,1,,0.42436400055885315,121262015,7114813,4.98000001,5,1.052,18.79,9.1,18.78,9.5743,4200,1,257
"FFH.PR.G","Fairfax Financial Holdings Limited 5-Year Rate Reset Preferred Shares Series G",15.64,0.21,1.360985,15.55,15.64,15.55,15.5,15.65,15.635909,2276,4.735,1.0971540212631226,120738345,7719843,,,,15.65,7.52,15.636,8.0927,208087,50,8821
"HBP","Helix BioPharma Corp.",0.85,0.02,2.409639,0.84,0.87,0.83,0.82,0.85,0.841428571,11536,,-0.2132049947977066,119963064,141133017,-0.059999998,-14.2,42.5,2.01,0.25,1.9038,0.2726,493333,10,31352
"AX.PR.I","Artis Real Estate Investment Trust Preferred Units Series I",24.12,-0.13,-0.536082,24.3,24.3,24.12,24.01,24.12,24.1920512,7800,6.219,0.8653410077095032,119768825,4965540,,,,25.2,15.82,24.937,16.1076,119680,40,5281
"BAM.PR.B","Brookfield Asset Management Inc. Class A Preference Shares Series 2",11.24,-0.01,-0.088889,11.2,11.45,11.06,11.2,11.25,11.3436974,24048,1.782,0.862824022769928,117544379,10457685,,,,11.77,6.29,11.5904,6.7265,194685,100,11973
"EMA.PR.E","Emera Incorporated Cumulative Redeemable First Preferred Shares Series E",23.91,0.06,0.251572,23.88,24,23.88,23.91,24,23.9015137,46496,4.705,0.4689300060272217,119550000,5000000,,,,24.96,17.02,24.5179,17.3642,347809,25,6138
